Date,Max_Price,Min_Price,Model_Price
2020-09-28,6500,5800,6200
2020-09-23,6500,5800,6200
2020-09-22,6500,5800,6200
2020-09-21,6500,5800,6200
2020-09-18,5900,5500,5700
2020-09-17,6500,5800,6200
2020-09-15,5900,5500,5700
2020-09-14,5900,5500,5700
2020-09-11,5900,5500,5700
2020-09-11,5900,5500,5700
2020-09-10,5900,5500,5700
2020-09-09,5900,5500,5700
2020-09-09,5900,5500,5700
2020-09-07,5900,5500,5700
2020-09-04,5900,5500,5700
2020-09-03,5900,5500,5700
2020-09-02,5900,5500,5700
2020-07-03,6200,5600,6000
2020-07-03,6200,5600,6000
